
Récapitulatif de mes puissances atteintes en W

Date et heure de relève par le distributeur;Puissance atteinte (W);Nature de la donnée
15:30:00;1950;Réelle
15:00:00;2047;Réelle
14:30:00;1763;Réelle
14:00:00;1860;Réelle
13:30:00;1576;Réelle
13:00:00;1569;Réelle
12:30:00;2289;Réelle
12:00:00;2282;Réelle
11:30:00;1998;Réelle
11:00:00;2095;Réelle
10:30:00;1811;Réelle
10:00:00;1908;Réelle
09:30:00;1624;Réelle
09:00:00;1721;Réelle
08:30:00;1437;Réelle
08:00:00;1534;Réelle
07:30:00;2150;Réelle
07:00:00;2143;Réelle
06:30:00;1963;Réelle
06:00:00;1956;Réelle
05:30:00;2172;Réelle
05:00:00;2269;Réelle
04:30:00;1985;Réelle
04:00:00;2082;Réelle
03:30:00;2698;Réelle
03:00:00;2795;Réelle
02:30:00;2511;Réelle
02:00:00;2608;Réelle
01:30:00;2324;Réelle
01:00:00;2317;Réelle
00:30:00;2137;Réelle

09/01/2026;;
00:00:00;2203;Réelle
23:30:00;2115;Réelle
23:00:00;2212;Réelle
22:30:00;2828;Réelle
22:00:00;2925;Réelle
21:30:00;2641;Réelle
21:00:00;2634;Réelle
20:30:00;2454;Réelle
20:00:00;2447;Réelle
19:30:00;3063;Réelle
19:00:00;3160;Réelle
18:30:00;2876;Réelle
18:00:00;2973;Réelle
17:30:00;1789;Réelle
17:00:00;1886;Réelle
16:30:00;1602;Réelle
16:00:00;1699;Réelle
15:30:00;1415;Réelle
15:00:00;1408;Réelle
14:30:00;2128;Réelle
14:00:00;2121;Réelle
13:30:00;1837;Réelle
13:00:00;1934;Réelle
12:30:00;1650;Réelle
12:00:00;1747;Réelle
11:30:00;1463;Réelle
11:00:00;1560;Réelle
10:30:00;2176;Réelle
10:00:00;2273;Réelle
09:30:00;1989;Réelle
09:00:00;1982;Réelle
08:30:00;1802;Réelle
08:00:00;1795;Réelle
07:30:00;1511;Réelle
07:00:00;1608;Réelle
06:30:00;2224;Réelle
06:00:00;1421;Réelle
05:30:00;2537;Réelle
05:00:00;2634;Réelle
04:30:00;2350;Réelle
04:00:00;2447;Réelle
03:30:00;2163;Réelle
03:00:00;2156;Réelle
02:30:00;1976;Réelle
02:00:00;1969;Réelle
01:30:00;2585;Réelle
01:00:00;2682;Réelle
00:30:00;2398;Réelle

08/01/2026;;
00:00:00;2568;Réelle
23:30:00;1580;Réelle
23:00:00;1677;Réelle
22:30:00;3193;Réelle
22:00:00;3186;Réelle
21:30:00;3006;Réelle
21:00:00;2999;Réelle
20:30:00;2715;Réelle
20:00:00;2812;Réelle
19:30:00;2528;Réelle
19:00:00;2625;Réelle
18:30:00;2341;Réelle
18:00:00;2438;Réelle
17:30:00;2154;Réelle
17:00:00;2251;Réelle
16:30:00;1967;Réelle
16:00:00;1960;Réelle
15:30:00;1780;Réelle
15:00:00;1773;Réelle
14:30:00;1489;Réelle
14:00:00;1586;Réelle
13:30:00;2202;Réelle
13:00:00;2299;Réelle
12:30:00;2015;Réelle
12:00:00;2112;Réelle
11:30:00;1828;Réelle
11:00:00;1925;Réelle
10:30:00;1641;Réelle
10:00:00;1634;Réelle
09:30:00;1454;Réelle
09:00:00;1447;Réelle
08:30:00;2063;Réelle
08:00:00;2160;Réelle
07:30:00;1876;Réelle
07:00:00;1973;Réelle
06:30:00;1689;Réelle
06:00:00;1786;Réelle
05:30:00;2002;Réelle
05:00:00;2099;Réelle
04:30:00;2715;Réelle
04:00:00;2708;Réelle
03:30:00;2528;Réelle
03:00:00;2521;Réelle
02:30:00;2237;Réelle
02:00:00;2334;Réelle
01:30:00;2050;Réelle
01:00:00;2147;Réelle
00:30:00;2763;Réelle

07/01/2026;;
00:00:00;1929;Réelle
23:30:00;1945;Réelle
23:00:00;1938;Réelle
22:30:00;2554;Réelle
22:00:00;2651;Réelle
21:30:00;2367;Réelle
21:00:00;2464;Réelle
20:30:00;3080;Réelle
20:00:00;3177;Réelle
19:30:00;2893;Réelle
19:00:00;2990;Réelle
18:30:00;2706;Réelle
18:00:00;2699;Réelle
17:30:00;1619;Réelle
17:00:00;1612;Réelle
16:30:00;2228;Réelle
16:00:00;1425;Réelle
15:30:00;2041;Réelle
15:00:00;2138;Réelle
14:30:00;1854;Réelle
14:00:00;1951;Réelle
13:30:00;1667;Réelle
13:00:00;1764;Réelle
12:30:00;1480;Réelle
12:00:00;1473;Réelle
11:30:00;2193;Réelle
11:00:00;2186;Réelle
10:30:00;1902;Réelle
10:00:00;1999;Réelle
09:30:00;1715;Réelle
09:00:00;1812;Réelle
08:30:00;1528;Réelle
08:00:00;1625;Réelle
07:30:00;2241;Réelle
07:00:00;1438;Réelle
06:30:00;2054;Réelle
06:00:00;2047;Réelle
05:30:00;2367;Réelle
05:00:00;2360;Réelle
04:30:00;2076;Réelle
04:00:00;2173;Réelle
03:30:00;2789;Réelle
03:00:00;1986;Réelle
02:30:00;2602;Réelle
02:00:00;2699;Réelle
01:30:00;2415;Réelle
01:00:00;2512;Réelle
00:30:00;2228;Réelle

06/01/2026;;
00:00:00;2294;Réelle
23:30:00;2206;Réelle
23:00:00;1403;Réelle
22:30:00;2919;Réelle
22:00:00;3016;Réelle
21:30:00;2732;Réelle
21:00:00;2829;Réelle
20:30:00;2545;Réelle
20:00:00;2642;Réelle
19:30:00;2358;Réelle
19:00:00;2351;Réelle
18:30:00;3071;Réelle
18:00:00;3064;Réelle
17:30:00;1880;Réelle
17:00:00;1977;Réelle
16:30:00;1693;Réelle
16:00:00;1790;Réelle
15:30:00;1506;Réelle
15:00:00;1603;Réelle
14:30:00;2219;Réelle
14:00:00;1416;Réelle
13:30:00;2032;Réelle
13:00:00;2025;Réelle
12:30:00;1845;Réelle
12:00:00;1838;Réelle
11:30:00;1554;Réelle
11:00:00;1651;Réelle
10:30:00;2267;Réelle
10:00:00;1464;Réelle
09:30:00;2080;Réelle
09:00:00;2177;Réelle
08:30:00;1893;Réelle
08:00:00;1990;Réelle
07:30:00;1706;Réelle
07:00:00;1699;Réelle
06:30:00;1519;Réelle
06:00:00;1512;Réelle
05:30:00;2628;Réelle
05:00:00;2725;Réelle
04:30:00;2441;Réelle
04:00:00;2538;Réelle
03:30:00;2254;Réelle
03:00:00;2351;Réelle
02:30:00;2067;Réelle
02:00:00;2164;Réelle
01:30:00;2780;Réelle
01:00:00;2773;Réelle
00:30:00;2593;Réelle

05/01/2026;;
00:00:00;2659;Réelle
23:30:00;1671;Réelle
23:00:00;1768;Réelle
22:30:00;2384;Réelle
22:00:00;2481;Réelle
21:30:00;3097;Réelle
21:00:00;3090;Réelle
20:30:00;2910;Réelle
20:00:00;2903;Réelle
19:30:00;2619;Réelle
19:00:00;2716;Réelle
18:30:00;2432;Réelle
18:00:00;2529;Réelle
17:30:00;2245;Réelle
17:00:00;1442;Réelle
16:30:00;2058;Réelle
16:00:00;2155;Réelle
15:30:00;1871;Réelle
15:00:00;1864;Réelle
14:30:00;1684;Réelle
14:00:00;1677;Réelle
13:30:00;2293;Réelle
13:00:00;1490;Réelle
12:30:00;2106;Réelle
12:00:00;2203;Réelle
11:30:00;1919;Réelle
11:00:00;2016;Réelle
10:30:00;1732;Réelle
10:00:00;1829;Réelle
09:30:00;1545;Réelle
09:00:00;1642;Réelle
08:30:00;2258;Réelle
08:00:00;2251;Réelle
07:30:00;1967;Réelle
07:00:00;2064;Réelle
06:30:00;1780;Réelle
06:00:00;1877;Réelle
05:30:00;2093;Réelle
05:00:00;2190;Réelle
04:30:00;1906;Réelle
04:00:00;2003;Réelle
03:30:00;2619;Réelle
03:00:00;2716;Réelle
02:30:00;2432;Réelle
02:00:00;2425;Réelle
01:30:00;2245;Réelle
01:00:00;2238;Réelle
00:30:00;1954;Réelle

04/01/2026;;
00:00:00;2124;Réelle
23:30:00;2036;Réelle
23:00:00;2133;Réelle
22:30:00;2749;Réelle
22:00:00;2742;Réelle
21:30:00;2562;Réelle
21:00:00;2555;Réelle
20:30:00;3171;Réelle
20:00:00;2368;Réelle
19:30:00;2984;Réelle
19:00:00;3081;Réelle
18:30:00;2797;Réelle
18:00:00;2894;Réelle
17:30:00;1710;Réelle
17:00:00;1807;Réelle
16:30:00;1523;Réelle
16:00:00;1516;Réelle
15:30:00;2236;Réelle
15:00:00;2229;Réelle
14:30:00;1945;Réelle
14:00:00;2042;Réelle
13:30:00;1758;Réelle
13:00:00;1855;Réelle
12:30:00;1571;Réelle
12:00:00;1668;Réelle
11:30:00;2284;Réelle
11:00:00;1481;Réelle
10:30:00;2097;Réelle
10:00:00;2090;Réelle
09:30:00;1910;Réelle
09:00:00;1903;Réelle
08:30:00;1619;Réelle
08:00:00;1716;Réelle
07:30:00;1432;Réelle
07:00:00;1529;Réelle
06:30:00;2145;Réelle
06:00:00;2242;Réelle
05:30:00;2458;Réelle
05:00:00;2555;Réelle
04:30:00;2271;Réelle
04:00:00;2264;Réelle
03:30:00;2084;Réelle
03:00:00;2077;Réelle
02:30:00;2693;Réelle
02:00:00;2790;Réelle
01:30:00;2506;Réelle
01:00:00;2603;Réelle
00:30:00;2319;Réelle

03/01/2026;;
00:00:00;2385;Réelle
23:30:00;1501;Réelle
23:00:00;1494;Réelle
22:30:00;3010;Réelle
22:00:00;3107;Réelle
21:30:00;2823;Réelle
21:00:00;2920;Réelle
20:30:00;2636;Réelle
20:00:00;2733;Réelle
19:30:00;2449;Réelle
19:00:00;2546;Réelle
18:30:00;3162;Réelle
18:00:00;3155;Réelle
17:30:00;2075;Réelle
17:00:00;2068;Réelle
16:30:00;1784;Réelle
16:00:00;1881;Réelle
15:30:00;1597;Réelle
15:00:00;1694;Réelle
14:30:00;1410;Réelle
14:00:00;1507;Réelle
13:30:00;2123;Réelle
13:00:00;2220;Réelle
12:30:00;1936;Réelle
12:00:00;2033;Réelle
11:30:00;1749;Réelle
11:00:00;1742;Réelle
10:30:00;1562;Réelle
10:00:00;1555;Réelle
09:30:00;2171;Réelle
09:00:00;2268;Réelle
08:30:00;1984;Réelle
08:00:00;2081;Réelle
07:30:00;1797;Réelle
07:00:00;1894;Réelle
06:30:00;1610;Réelle
06:00:00;1707;Réelle
05:30:00;1923;Réelle
05:00:00;1916;Réelle
04:30:00;2636;Réelle
04:00:00;2629;Réelle
03:30:00;2345;Réelle
03:00:00;2442;Réelle
02:30:00;2158;Réelle
02:00:00;2255;Réelle
01:30:00;1971;Réelle
01:00:00;2068;Réelle
00:30:00;2684;Réelle

02/01/2026;;
00:00:00;2750;Réelle
23:30:00;1762;Réelle
23:00:00;1859;Réelle
22:30:00;2475;Réelle
22:00:00;2572;Réelle
21:30:00;3188;Réelle
21:00:00;2385;Réelle
20:30:00;3001;Réelle
20:00:00;3098;Réelle
19:30:00;2814;Réelle
19:00:00;2807;Réelle
18:30:00;2627;Réelle
18:00:00;2620;Réelle
17:30:00;1436;Réelle
17:00:00;1533;Réelle
16:30:00;2149;Réelle
16:00:00;2246;Réelle
15:30:00;1962;Réelle
15:00:00;2059;Réelle
14:30:00;1775;Réelle
14:00:00;1872;Réelle
13:30:00;1588;Réelle
13:00:00;1581;Réelle
12:30:00;1401;Réelle
12:00:00;2294;Réelle
11:30:00;2010;Réelle
11:00:00;2107;Réelle
10:30:00;1823;Réelle
10:00:00;1920;Réelle
09:30:00;1636;Réelle
09:00:00;1733;Réelle
08:30:00;1449;Réelle
08:00:00;1546;Réelle
07:30:00;2162;Réelle
07:00:00;2155;Réelle
06:30:00;1975;Réelle
06:00:00;1968;Réelle
05:30:00;2184;Réelle
05:00:00;2281;Réelle
04:30:00;1997;Réelle
04:00:00;2094;Réelle
03:30:00;2710;Réelle
03:00:00;1907;Réelle
02:30:00;2523;Réelle
02:00:00;2620;Réelle
01:30:00;2336;Réelle
01:00:00;2329;Réelle
00:30:00;2149;Réelle

01/01/2026;;
00:00:00;2215;Réelle
23:30:00;2127;Réelle
23:00:00;2224;Réelle
22:30:00;2840;Réelle
22:00:00;2937;Réelle
21:30:00;2653;Réelle
21:00:00;2750;Réelle
20:30:00;2466;Réelle
20:00:00;2459;Réelle
19:30:00;3179;Réelle
19:00:00;3172;Réelle
18:30:00;2888;Réelle
18:00:00;2985;Réelle
17:30:00;1801;Réelle
17:00:00;1898;Réelle
16:30:00;1614;Réelle
16:00:00;1711;Réelle
15:30:00;1427;Réelle
15:00:00;1524;Réelle
14:30:00;2140;Réelle
14:00:00;2133;Réelle
13:30:00;1953;Réelle
13:00:00;1946;Réelle
12:30:00;1662;Réelle
12:00:00;1759;Réelle
11:30:00;1475;Réelle
11:00:00;1572;Réelle
10:30:00;2188;Réelle
10:00:00;2285;Réelle
09:30:00;2001;Réelle
09:00:00;2098;Réelle
08:30:00;1814;Réelle
08:00:00;1807;Réelle
07:30:00;1627;Réelle
07:00:00;1620;Réelle
06:30:00;2236;Réelle
06:00:00;1433;Réelle
05:30:00;2549;Réelle
05:00:00;2646;Réelle
04:30:00;2362;Réelle
04:00:00;2459;Réelle
03:30:00;2175;Réelle
03:00:00;2272;Réelle
02:30:00;1988;Réelle
02:00:00;1981;Réelle
01:30:00;2701;Réelle
01:00:00;2694;Réelle
00:30:00;2410;Réelle

31/12/2025;;
00:00:00;2580;Réelle
23:30:00;1592;Réelle
23:00:00;1689;Réelle
22:30:00;2305;Réelle
22:00:00;3198;Réelle
21:30:00;3018;Réelle
21:00:00;3011;Réelle
20:30:00;2727;Réelle
20:00:00;2824;Réelle
19:30:00;2540;Réelle
19:00:00;2637;Réelle
18:30:00;2353;Réelle
18:00:00;2450;Réelle
17:30:00;2166;Réelle
17:00:00;2263;Réelle
16:30:00;1979;Réelle
16:00:00;1972;Réelle
15:30:00;1792;Réelle
15:00:00;1785;Réelle
14:30:00;1501;Réelle
14:00:00;1598;Réelle
13:30:00;2214;Réelle
13:00:00;1411;Réelle
12:30:00;2027;Réelle
12:00:00;2124;Réelle
11:30:00;1840;Réelle
11:00:00;1937;Réelle
10:30:00;1653;Réelle
10:00:00;1646;Réelle
09:30:00;1466;Réelle
09:00:00;1459;Réelle
08:30:00;2075;Réelle
08:00:00;2172;Réelle
07:30:00;1888;Réelle
07:00:00;1985;Réelle
06:30:00;1701;Réelle
06:00:00;1798;Réelle
05:30:00;2014;Réelle
05:00:00;2111;Réelle
04:30:00;2727;Réelle
04:00:00;2720;Réelle
03:30:00;2540;Réelle
03:00:00;2533;Réelle
02:30:00;2249;Réelle
02:00:00;2346;Réelle
01:30:00;2062;Réelle
01:00:00;2159;Réelle
00:30:00;2775;Réelle

30/12/2025;;
00:00:00;1941;Réelle
23:30:00;1957;Réelle
23:00:00;1950;Réelle
22:30:00;2670;Réelle
22:00:00;2663;Réelle
21:30:00;2379;Réelle
21:00:00;2476;Réelle
20:30:00;3092;Réelle
20:00:00;3189;Réelle
19:30:00;2905;Réelle
19:00:00;3002;Réelle
18:30:00;2718;Réelle
18:00:00;2815;Réelle
17:30:00;1631;Réelle
17:00:00;1624;Réelle
16:30:00;1444;Réelle
16:00:00;1437;Réelle
15:30:00;2053;Réelle
15:00:00;2150;Réelle
14:30:00;1866;Réelle
14:00:00;1963;Réelle
13:30:00;1679;Réelle
13:00:00;1776;Réelle
12:30:00;1492;Réelle
12:00:00;1589;Réelle
11:30:00;2205;Réelle
11:00:00;2198;Réelle
10:30:00;2018;Réelle
10:00:00;2011;Réelle
09:30:00;1727;Réelle
09:00:00;1824;Réelle
08:30:00;1540;Réelle
08:00:00;1637;Réelle
07:30:00;2253;Réelle
07:00:00;1450;Réelle
06:30:00;2066;Réelle
06:00:00;2163;Réelle
05:30:00;2379;Réelle
05:00:00;2372;Réelle
04:30:00;2192;Réelle
04:00:00;2185;Réelle
03:30:00;1901;Réelle
03:00:00;1998;Réelle
02:30:00;2614;Réelle
02:00:00;2711;Réelle
01:30:00;2427;Réelle
01:00:00;2524;Réelle
00:30:00;2240;Réelle

29/12/2025;;
00:00:00;2306;Réelle
23:30:00;2218;Réelle
23:00:00;1415;Réelle
22:30:00;2931;Réelle
22:00:00;3028;Réelle
21:30:00;2744;Réelle
21:00:00;2841;Réelle
20:30:00;2557;Réelle
20:00:00;2654;Réelle
19:30:00;2370;Réelle
19:00:00;2363;Réelle
18:30:00;3083;Réelle
18:00:00;3076;Réelle
17:30:00;1892;Réelle
17:00:00;1989;Réelle
16:30:00;1705;Réelle
16:00:00;1802;Réelle
15:30:00;1518;Réelle
15:00:00;1615;Réelle
14:30:00;2231;Réelle
14:00:00;1428;Réelle
13:30:00;2044;Réelle
13:00:00;2037;Réelle
12:30:00;1857;Réelle
12:00:00;1850;Réelle
11:30:00;1566;Réelle
11:00:00;1663;Réelle
10:30:00;2279;Réelle
10:00:00;1476;Réelle
09:30:00;2092;Réelle
09:00:00;2189;Réelle
08:30:00;1905;Réelle
08:00:00;2002;Réelle
07:30:00;1718;Réelle
07:00:00;1711;Réelle
06:30:00;1531;Réelle
06:00:00;1524;Réelle
05:30:00;2640;Réelle
05:00:00;2737;Réelle
04:30:00;2453;Réelle
04:00:00;2550;Réelle
03:30:00;2266;Réelle
03:00:00;2363;Réelle
02:30:00;2079;Réelle
02:00:00;2176;Réelle
01:30:00;2792;Réelle
01:00:00;2785;Réelle
00:30:00;2605;Réelle

28/12/2025;;
00:00:00;2671;Réelle
23:30:00;1683;Réelle
23:00:00;1780;Réelle
22:30:00;2396;Réelle
22:00:00;2493;Réelle
21:30:00;3109;Réelle
21:00:00;2306;Réelle
20:30:00;2922;Réelle
20:00:00;2915;Réelle
19:30:00;2735;Réelle
19:00:00;2728;Réelle
18:30:00;2444;Réelle
18:00:00;2541;Réelle
17:30:00;2257;Réelle
17:00:00;1454;Réelle
16:30:00;2070;Réelle
16:00:00;2167;Réelle
15:30:00;1883;Réelle
15:00:00;1980;Réelle
14:30:00;1696;Réelle
14:00:00;1689;Réelle
13:30:00;1509;Réelle
13:00:00;1502;Réelle
12:30:00;2118;Réelle
12:00:00;2215;Réelle
11:30:00;1931;Réelle
11:00:00;2028;Réelle
10:30:00;1744;Réelle
10:00:00;1841;Réelle
09:30:00;1557;Réelle
09:00:00;1654;Réelle
08:30:00;2270;Réelle
08:00:00;2263;Réelle
07:30:00;2083;Réelle
07:00:00;2076;Réelle
06:30:00;1792;Réelle
06:00:00;1889;Réelle
05:30:00;2105;Réelle
05:00:00;2202;Réelle
04:30:00;1918;Réelle
04:00:00;2015;Réelle
03:30:00;2631;Réelle
03:00:00;2728;Réelle
02:30:00;2444;Réelle
02:00:00;2437;Réelle
01:30:00;2257;Réelle
01:00:00;2250;Réelle
00:30:00;1966;Réelle

27/12/2025;;
00:00:00;2136;Réelle
23:30:00;2048;Réelle
23:00:00;2145;Réelle
22:30:00;2761;Réelle
22:00:00;2754;Réelle
21:30:00;2574;Réelle
21:00:00;2567;Réelle
20:30:00;3183;Réelle
20:00:00;2380;Réelle
19:30:00;2996;Réelle
19:00:00;3093;Réelle
18:30:00;2809;Réelle
18:00:00;2906;Réelle
17:30:00;1722;Réelle
17:00:00;1819;Réelle
16:30:00;1535;Réelle
16:00:00;1528;Réelle
15:30:00;2248;Réelle
15:00:00;2241;Réelle
14:30:00;1957;Réelle
14:00:00;2054;Réelle
13:30:00;1770;Réelle
13:00:00;1867;Réelle
12:30:00;1583;Réelle
12:00:00;1680;Réelle
11:30:00;2296;Réelle
11:00:00;1493;Réelle
10:30:00;2109;Réelle
10:00:00;2102;Réelle
09:30:00;1922;Réelle
09:00:00;1915;Réelle
08:30:00;1631;Réelle
08:00:00;1728;Réelle
07:30:00;1444;Réelle
07:00:00;1541;Réelle
06:30:00;2157;Réelle
06:00:00;2254;Réelle
05:30:00;2470;Réelle
05:00:00;2567;Réelle
04:30:00;2283;Réelle
04:00:00;2276;Réelle
03:30:00;2096;Réelle
03:00:00;2089;Réelle
02:30:00;2705;Réelle
02:00:00;1902;Réelle
01:30:00;2518;Réelle
01:00:00;2615;Réelle
00:30:00;2331;Réelle

26/12/2025;;
00:00:00;2397;Réelle
23:30:00;1513;Réelle
23:00:00;1506;Réelle
22:30:00;3126;Réelle
22:00:00;3119;Réelle
21:30:00;2835;Réelle
21:00:00;2932;Réelle
20:30:00;2648;Réelle
20:00:00;2745;Réelle
19:30:00;2461;Réelle
19:00:00;2558;Réelle
18:30:00;3174;Réelle
18:00:00;2371;Réelle
17:30:00;2087;Réelle
17:00:00;2080;Réelle
16:30:00;1900;Réelle
16:00:00;1893;Réelle
15:30:00;1609;Réelle
15:00:00;1706;Réelle
14:30:00;1422;Réelle
14:00:00;1519;Réelle
13:30:00;2135;Réelle
13:00:00;2232;Réelle
12:30:00;1948;Réelle
12:00:00;2045;Réelle
11:30:00;1761;Réelle
11:00:00;1754;Réelle
10:30:00;1574;Réelle
10:00:00;1567;Réelle
09:30:00;2183;Réelle
09:00:00;2280;Réelle
08:30:00;1996;Réelle
08:00:00;2093;Réelle
07:30:00;1809;Réelle
07:00:00;1906;Réelle
06:30:00;1622;Réelle
06:00:00;1719;Réelle
05:30:00;1935;Réelle
05:00:00;1928;Réelle
04:30:00;2648;Réelle
04:00:00;2641;Réelle
03:30:00;2357;Réelle
03:00:00;2454;Réelle
02:30:00;2170;Réelle
02:00:00;2267;Réelle
01:30:00;1983;Réelle
01:00:00;2080;Réelle
00:30:00;2696;Réelle

25/12/2025;;
00:00:00;2762;Réelle
23:30:00;1774;Réelle
23:00:00;1871;Réelle
22:30:00;2487;Réelle
22:00:00;2584;Réelle
21:30:00;2300;Réelle
21:00:00;2397;Réelle
20:30:00;3013;Réelle
20:00:00;3110;Réelle
19:30:00;2826;Réelle
19:00:00;2819;Réelle
18:30:00;2639;Réelle
18:00:00;2632;Réelle
17:30:00;1448;Réelle
17:00:00;1545;Réelle
16:30:00;2161;Réelle
16:00:00;2258;Réelle
15:30:00;1974;Réelle
15:00:00;2071;Réelle
14:30:00;1787;Réelle
14:00:00;1884;Réelle
13:30:00;1600;Réelle
13:00:00;1593;Réelle
12:30:00;1413;Réelle
12:00:00;1406;Réelle
11:30:00;2022;Réelle
11:00:00;2119;Réelle
10:30:00;1835;Réelle
10:00:00;1932;Réelle
09:30:00;1648;Réelle
09:00:00;1745;Réelle
08:30:00;1461;Réelle
08:00:00;1558;Réelle
07:30:00;2174;Réelle
07:00:00;2167;Réelle
06:30:00;1987;Réelle
06:00:00;1980;Réelle
05:30:00;2196;Réelle
05:00:00;2293;Réelle
04:30:00;2009;Réelle
04:00:00;2106;Réelle
03:30:00;2722;Réelle
03:00:00;1919;Réelle
02:30:00;2535;Réelle
02:00:00;2632;Réelle
01:30:00;2348;Réelle
01:00:00;2341;Réelle
00:30:00;2161;Réelle

24/12/2025;;
00:00:00;2227;Réelle
23:30:00;2139;Réelle
23:00:00;2236;Réelle
22:30:00;2852;Réelle
22:00:00;2949;Réelle
21:30:00;2665;Réelle
21:00:00;2762;Réelle
20:30:00;2478;Réelle
20:00:00;2471;Réelle
19:30:00;3191;Réelle
19:00:00;3184;Réelle
18:30:00;2900;Réelle
18:00:00;2997;Réelle
17:30:00;1813;Réelle
17:00:00;1910;Réelle
16:30:00;1626;Réelle
16:00:00;1723;Réelle
15:30:00;1439;Réelle
15:00:00;1536;Réelle
14:30:00;2152;Réelle
14:00:00;2145;Réelle
13:30:00;1965;Réelle
13:00:00;1958;Réelle
12:30:00;1674;Réelle
12:00:00;1771;Réelle
11:30:00;1487;Réelle
11:00:00;1584;Réelle
10:30:00;2200;Réelle
10:00:00;2297;Réelle
09:30:00;2013;Réelle
09:00:00;2110;Réelle
08:30:00;1826;Réelle
08:00:00;1819;Réelle
07:30:00;1639;Réelle
07:00:00;1632;Réelle
06:30:00;2248;Réelle
06:00:00;1445;Réelle
05:30:00;2561;Réelle
05:00:00;2658;Réelle
04:30:00;2374;Réelle
04:00:00;2471;Réelle
03:30:00;2187;Réelle
03:00:00;2284;Réelle
02:30:00;2000;Réelle
02:00:00;1993;Réelle
01:30:00;2713;Réelle
01:00:00;2706;Réelle
00:30:00;2422;Réelle

23/12/2025;;
00:00:00;2592;Réelle
23:30:00;1604;Réelle
23:00:00;1701;Réelle
22:30:00;2317;Réelle
22:00:00;2310;Réelle
21:30:00;3030;Réelle
21:00:00;3023;Réelle
20:30:00;2739;Réelle
20:00:00;2836;Réelle
19:30:00;2552;Réelle
19:00:00;2649;Réelle
18:30:00;2365;Réelle
18:00:00;2462;Réelle
17:30:00;2178;Réelle
17:00:00;2275;Réelle
16:30:00;1991;Réelle
16:00:00;1984;Réelle
15:30:00;1804;Réelle
15:00:00;1797;Réelle
14:30:00;1513;Réelle
14:00:00;1610;Réelle
13:30:00;2226;Réelle
13:00:00;1423;Réelle
12:30:00;2039;Réelle
12:00:00;2136;Réelle
11:30:00;1852;Réelle
11:00:00;1949;Réelle
10:30:00;1665;Réelle
10:00:00;1658;Réelle
09:30:00;1478;Réelle
09:00:00;1471;Réelle
08:30:00;2087;Réelle
08:00:00;2184;Réelle
07:30:00;1900;Réelle
07:00:00;1997;Réelle
06:30:00;1713;Réelle
06:00:00;1810;Réelle
05:30:00;2026;Réelle
05:00:00;2123;Réelle
04:30:00;2739;Réelle
04:00:00;2732;Réelle
03:30:00;2552;Réelle
03:00:00;2545;Réelle
02:30:00;2261;Réelle
02:00:00;2358;Réelle
01:30:00;2074;Réelle
01:00:00;2171;Réelle
00:30:00;2787;Réelle

22/12/2025;;
00:00:00;1953;Réelle
23:30:00;1969;Réelle
23:00:00;1962;Réelle
22:30:00;2682;Réelle
22:00:00;2675;Réelle
21:30:00;2391;Réelle
21:00:00;2488;Réelle
20:30:00;3104;Réelle
20:00:00;2301;Réelle
19:30:00;2917;Réelle
19:00:00;3014;Réelle
18:30:00;2730;Réelle
18:00:00;2827;Réelle
17:30:00;1643;Réelle
17:00:00;1636;Réelle
16:30:00;1456;Réelle
16:00:00;1449;Réelle
15:30:00;2065;Réelle
15:00:00;2162;Réelle
14:30:00;1878;Réelle
14:00:00;1975;Réelle
13:30:00;1691;Réelle
13:00:00;1788;Réelle
12:30:00;1504;Réelle
12:00:00;1601;Réelle
11:30:00;2217;Réelle
11:00:00;2210;Réelle
10:30:00;2030;Réelle
10:00:00;2023;Réelle
09:30:00;1739;Réelle
09:00:00;1836;Réelle
08:30:00;1552;Réelle
08:00:00;1649;Réelle
07:30:00;2265;Réelle
07:00:00;1462;Réelle
06:30:00;2078;Réelle
06:00:00;2175;Réelle
05:30:00;2391;Réelle
05:00:00;2384;Réelle
04:30:00;2204;Réelle
04:00:00;2197;Réelle
03:30:00;1913;Réelle
03:00:00;2010;Réelle
02:30:00;2626;Réelle
02:00:00;2723;Réelle
01:30:00;2439;Réelle
01:00:00;2536;Réelle
00:30:00;2252;Réelle

21/12/2025;;
00:00:00;2318;Réelle
23:30:00;2230;Réelle
23:00:00;1427;Réelle
22:30:00;2943;Réelle
22:00:00;3040;Réelle
21:30:00;2756;Réelle
21:00:00;2853;Réelle
20:30:00;2569;Réelle
20:00:00;2666;Réelle
19:30:00;2382;Réelle
19:00:00;2375;Réelle
18:30:00;3095;Réelle
18:00:00;3088;Réelle
17:30:00;1904;Réelle
17:00:00;2001;Réelle
16:30:00;1717;Réelle
16:00:00;1814;Réelle
15:30:00;1530;Réelle
15:00:00;1627;Réelle
14:30:00;2243;Réelle
14:00:00;1440;Réelle
13:30:00;2056;Réelle
13:00:00;2049;Réelle
12:30:00;1869;Réelle
12:00:00;1862;Réelle
11:30:00;1578;Réelle
11:00:00;1675;Réelle
10:30:00;2291;Réelle
10:00:00;1488;Réelle
09:30:00;2104;Réelle
09:00:00;2201;Réelle
08:30:00;1917;Réelle
08:00:00;2014;Réelle
07:30:00;1730;Réelle
07:00:00;1827;Réelle
06:30:00;1543;Réelle
06:00:00;1536;Réelle
05:30:00;2756;Réelle
